,Product,ihs_match
1943,POLYPROPYLENE RANDOM COPOLYMER,POLYPROPYLENE RANDOM COPOLYMER PRODUCTION BY A BULK PROCESS SIMILAR TO SPHERIPOL PROCESS
1944,POLYPROPYLENE RANDOM COPOLYMER,POLYPROPYLENE RANDOM COPOLYMER PRODUCTION BY A FLUIDIZED BED GAS-PHASE PROCESS SIMILAR TO UNIPOL PP PROCESS
1946,"POLYPROPYLENE, SYNDIOTACTIC","POLYPROPYLENE, SYNDIOTACTIC BY A BULK LOOP REACTOR PROCESS"
1947,POLYSILICON,POLYSILICON BY UPGRADED METALLURGICAL GRADE SILICON
1948,POLYSILICON,POLYSILICON BY FLUIDIZED BED PROCESS
1949,POLYSILICON,POLYSILICON BY SIEMENS PROCESS
1950,"POLYSTYRENE, ANIONIC","POLYSTYRENE, ANIONIC PROCESS"
1951,"POLYSTYRENE, EXP","POLYSTYRENE, EXPANDABLE, BY BATCH SUSPENSION POLYMERIZATION"
1952,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY MASS POLYMERIZATION (CASE 1), INTEGRATED"
1953,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY CONTINUOUS FREE-RADICAL BULK POLYMERIZATION (NSCC/UOP)"
1954,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY CONTINUOUS BULK POLYMERIZATION"
1955,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY BATCH ANIONIC SOLUTION POLYMERIZATION"
1956,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY MASS POLYMERIZATION (CASE 3), INTEGRATED"
1957,"POLYSTYRENE, GP","POLYSTYRENE, GENERAL PURPOSE, BY THE SDS PROCESS"
1958,"POLYSTYRENE, GP",RECYCLING OF POST-CONSUMER POLYSTYRENE WASTE BY A SELECTIVE SOLVENT DISSOLUTION-PRECIPITATION PROCESS
1959,"POLYSTYRENE, HI","POLYSTYRENE, HIGH IMPACT, BY MASS POLYMERIZATION (CASE 1), INTEGRATED"
1960,"POLYSTYRENE, HI","POLYSTYRENE, HIGH IMPACT, BY THE SDS PROCESS"
1961,"POLYSTYRENE, HI","POLYSTYRENE, HIGH IMPACT, BY CONTINUOUS FREE-RADICAL BULK POLYMERIZATION (NSCC/UOP)"
1962,"POLYSTYRENE, HI","POLYSTYRENE, HIGH IMPACT, BY MASS POLYMERIZATION (CASE 3), INTEGRATED"
1963,"POLYSTYRENE, HI","POLYSTYRENE, HIGH IMPACT, BY CONTINUOUS BULK POLYMERIZATION"
1964,"POLYSTYRENE, SYNDIOTACTIC","POLYSTYRENE, SYNDIOTACTIC BY A CONTINUOUS FLUIDIZED BED REACTOR PROCESS"
1965,POLYSULFONE,"POLYSULFONE FROM 4,4-DICHLORODIPHENYLSULFONE AND BISPHENOL A"
1966,POLYTETRAFLUOROETHYLENE,POLYTETRAFLUOROETHYLENE DISPERSION FROM TFE BY EMULSTION POLYMERIZATION
1967,POLYTETRAFLUOROETHYLENE,POLYTETRAFLUOROETHYLENE FINE POWDER FROM TFE BY EMULSION POLYMERIZATION
1968,POLYTETRAFLUOROETHYLENE,POLYTETRAFLUOROETHYLENE FROM TFE BY SUSPENSION POLYMERIZATION-4 PRODUCTS
1969,POLYTETRAMETHYLENE ETHER GLYCOL,POLYTETRAMETHYLENE ETHER GLYCOL FROM TETRAHYDROFURAN VIA A DIACETATE INTERMEDIATE
1970,POLYTETRAMETHYLENE ETHER GLYCOL,"POLYTETRAMETHYLENE ETHER GLYCOL BY POLYMERIZATION AND HYDROLYSIS, FLUOROSULFONIC ACID CAT."
1971,POLYTETRAMETHYLENE ETHER GLYCOL,"POLYTETRAMETHYLENE ETHER GLYCOL BY POLYMERIZATION AND ALCOHOLYSIS, POLYFLUOROSULFONIC CAT."
1973,POLYTRIMETHYLENE TEREPHTHALATE,"POLYTRIMETHYLENE TEREPHTHALATE FROM 1,3-PROPANEDIOL AND TEREPHTHALIC ACID"
1974,POLYTRIMETHYLENE TEREPHTHALATE,POLYTRIMETHYLENE TEREPHTHALATE FROM PDO AND TPA
1975,POLYURETHANE FOAM BOARD,PENTANE BLOWN BOARDSTOCK PRODUCTION
1976,POLYURETHANE FOAM BOARD,POLYURETHANE FOAM BOARDSTOCK (RIGID) FROM REDUCED CFC FORMULATION
1977,POLYURETHANE FOAM SLAB,CONVENTIONAL SLABSTOCK PRODUCTION
1978,POLYURETHANE FOAM SLAB,POLYURETHANE FOAM SLABSTOCK (FLEXIBLE) CONVENTIONAL PROCESS
1979,POLYURETHANE FOAM SLAB,POLYURETHANE FOAM SLABSTOCK (FLEXIBLE) VERTICAL PRODUCTION PROCESS
1980,POLYURETHANE RIM,POLYURETHANE ELASTOMERIC AUTO BODY PANELS BY REACTION INJECTION MOLDING
1981,POLYVINYL ACETATE,POLYVINYL ACETATE PELLETS BY SOLUTION POLYMERIZATION
1982,POLYVINYL ACETATE,POLYVINYL ACETATE BY EMULSION POLYMERIZATION
1983,POLYVINYL ACETATE,POLYVINYL ACETATE BEADS BY SUSPENSION POLYMERIZATION
1984,POLYVINYL ACETATE LATEX,POLYVINYL ACETATE LATEX BY EMULSION POLYMERIZATION
1985,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL PRODUCTION
1986,POLYVINYL ALCOHOL,POLYVINYL ALCOHOL FROM VINYL ACETATE
1987,POLYVINYL BUTYRAL,POLYVINYL BUTYRAL BY CONDENSATION OF POLYVINYL ALCOHOL WITH BUTYRALDEHYDE
1988,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY SUSPENSION POLYMERIZATION UPDATE
1989,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY EMULSION POLYMERIZATION
1990,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY JNC SUSPENSION POLYMERIZATION PROCESS
1991,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY SUSPENSION POLYMERIZATION
1992,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY BULK POLYMERIZATION
1993,POLYVINYL CHLORIDE,POLYVINYL CHLORIDE BY BULK POLYMERIZATION UPDATE
1994,POLYVINYL CHLORIDE DISPERSION,POLYVINYL CHLORIDE DISPERSION BY BATCH EMULSION POLYMERIZATION
1995,POLYVINYL CHLORIDE DISPERSION,POLYVINYL CHLORIDE DISPERSION BY CONTINUOUS EMULSION POLYMERIZATION (49 WT% SOLIDS)
1996,"POLYVINYL CHLORIDE, CHLORINATED","POLYVINYL CHLORIDE, CHLORINATED, BY AQUEOUS SUSPENSION PROCESS"
1997,POLYVINYLIDENE FLUORIDE,POLYVINYLIDENE FLUORIDE (PVDF) BY A SUPERCRITICAL CO2 PROCESS
1998,POLYVINYLIDENE FLUORIDE,POLYVINYLIDENE FLUORIDE FROM VINYLIDENE FLUORIDE BY EMULSION POLYMERIZATION
1999,POTABLE WATER,"POTABLE WATER TREATMENT SYSTEMS AT 25,000 GALLONS PER MINUTE"
2000,POTABLE WATER,"POTABLE WATER TREATMENT SYSTEMS AT 100,000 GALLONS PER MINUTE"
2001,POTABLE WATER,"POTABLE WATER TREATMENT SYSTEMS AT 50,000 GALLONS PER MINUTE"
2002,POTABLE WATER,"POTABLE WATER TREATMENT SYSTEMS AT 75,000 GALLONS PER MINUTE"
2012,PP/BRBR/EPDM BLENDS,POLYPROPYLENE/BROMOBUTYL RUBBER/EPDM BLENDS BY DYNAMIC VULCANIZATION PROCESS
2013,PP/CLAY NANOCOMPOSITES,POLYPROPYLENE/CLAY NANOCOMPOSITES BY DIRECT INTERCALATION
2014,PP/EPDM BLENDS,POLYPROPYLENE/EPDM BLENDS BY DYNAMIC VULCANIZATION PROCESS
2015,PP/NBR BLENDS,POLYPROPYLENE/NITRILE RUBBER BLENDS BY DYNAMIC VULCANIZATION PROCESS
2016,"PRECATALYST, TI/MG",TI/MG PRECATALYST FOR USE IN GAS PHASE PP PRODUCTION
2017,"PRECATALYST, TI/MG",TI/MG PRECATALYST FOR USE IN GAS PHASE POLYETHYLENE PRODUCTION
2018,"PRECATALYST, TI/MG",TI/MG PRECATALYST FOR USE IN SLURRY PHASE POLYETHYLENE PRODUCTION
2019,PROCESS WATER,"PROCESS WATER AT 1,000 GALLONS PER MINUTE"
2020,PROCESS WATER,"PROCESS WATER AT 2,800 GALLONS PER MINUTE"
2021,PROCESS WATER,"PROCESS WATER AT 28,000 GALLONS PER MINUTE"
2022,PROCESS WATER,PROCESS WATER AT 300 GALLONS PER MINUTE
2024,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE REJECTION RICH C FEED
2025,PROPANE,FRACTIONATED NGL BY RECYCLE SPLIT-VAPOR TURBOEXPANDER WITH ETHANE RECOVERY RICH B FEED
2026,PROPANE,FRACTIONATED NGL BY GAS SUBCOOLED TURBOEXPANDER WITH ETHANE REJECTION RICH B FEED
2027,PROPANE,FRACTIONATED NGL BY GAS SUBCOOLED TURBOEXPANDER WITH ETHANE RECOVERY RICH B FEED
2028,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE REJECTION RICH B FEED
2029,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE RECOVERY RICH A FEED
2030,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE REJECTION LEAN FEED
2031,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE RECOVERY RICH C FEED
2032,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE RECOVERY LEAN FEED
2033,PROPANE,FRACTIONATED NGL BY RECYCLE SPLIT-VAPOR TURBOEXPANDER WITH ETHANE REJECTION RICH B FEED
2034,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE REJECTION RICH A FEED
2035,PROPANE,PROPANE FROM NATURAL GAS LIQUIDS BY FRACTIONATION
2036,PROPANE,FRACTIONATED NGL BY CONVENTIONAL TURBOEXPANDER WITH ETHANE RECOVERY RICH B FEED
2041,PROPYLENE CARBONATE,PROPYLENE CARBONATE FROM PROPYLENE OXIDE AND CARBON DIOXIDE
2043,PROPYLENE GLYCOL,PROPYLENE GLYCOL FROM GLYCERIN VIA DAVY VAPOR PHASE TECHNOLOGY
2044,PROPYLENE GLYCOL,PROPYLENE GLYCOL FROM GLYCERIN VIA SUPPES LIQUID PHASE TECHNOLOGY
2045,PROPYLENE GLYCOL,PROPYLENE GLYCOL FROM PROPYLENE OXIDE
2046,PROPYLENE GLYCOL ETHERS,PROPYLENE GLYCOL MONOMETHYL ETHERS PROCESS
2047,PROPYLENE OXIDE,PROPYLENE OXIDE VIA DIRECT OXIDATION OF PROPYLENE
2048,PROPYLENE OXIDE,PROPYLENE OXIDE [STYRENE BY-PRODUCT] BY THE LYONDELL PROCESS
2049,PROPYLENE OXIDE,PROPYLENE OXIDE [T-BUTANOL BY-PRODUCT] BY THE LYONDELLBASSEL PROCESS
2050,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE TEXACO HYDROPEROXIDATION PROCESS
2051,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE SUMITOMO PROCESS
2052,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE SHELL HYDROPEROXIDATION PROCESS
2053,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE DEGUSSA PROCESS USING HYDROGEN PEROXIDE
2054,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE CONVENTIONAL CHLOROHYDRIN PROCESS
2055,PROPYLENE OXIDE,PROPYLENE OXIDE [STYRENE BY-PRODUCT] BY THE SHELL PROCESS
2056,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE CHLOROHYDRIN PROCESS USING LIME
2057,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE CHLOROHYDRIN PROCESS USING CELL LIQUOR
2058,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE BASF-DOW HPPO PROCESS
2059,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE BASF PROCESS USING HYDROGEN PEROXIDE
2060,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE ARCO HYDROPEROXIDATION PROCESS
2061,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE AIST-NIPPON SHOKUBAI DIRECT EPOXIDATION PROCESS
2062,PROPYLENE OXIDE,PROPYLENE OXIDE BY ARCO HYDROPEROXIDATION PROCESS
2063,PROPYLENE OXIDE,LYONDELL DIRECT-OXIDATION PROPYLENE OXIDE TECHNOLOGY
2064,PROPYLENE OXIDE,PROPYLENE OXIDE BY THE CHLOROHYDRIN PROCESS USING CELL LIQUOR NEUTRALIZATION
2065,PROPYLENE OXIDE,PROPYLENE OXIDE [T-BUTANOL BY-PRODUCT] BY THE HUNTSMAN PROCESS
2070,"PROPYLENE, POLYMER GRADE",PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS
2071,"PROPYLENE, POLYMER GRADE","PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER"
2072,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM SUPERFLEX PROCESS
2073,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS
2074,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS
2075,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS
2076,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS
2077,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS
2078,"PROPYLENE, POLYMER GRADE",METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED
2079,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS
2080,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT
2081,"PROPYLENE, POLYMER GRADE",PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS
2082,"PROPYLENE, POLYMER GRADE",METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS
2083,"PROPYLENE, POLYMER GRADE",LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER
2084,"PROPYLENE, POLYMER GRADE",COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER
2085,"PROPYLENE, POLYMER GRADE",COAL TO PROPYLENE PROCESS
2086,"PROPYLENE, POLYMER GRADE",PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL
2087,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS
2088,"PROPYLENE, POLYMER GRADE",PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP
2089,"PROPYLENE, POLYMER GRADE",PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS
2090,"PROPYLENE, POLYMER GRADE",PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS
2091,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE VIA MCC PROCESS"
2092,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS"
2093,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS"
2094,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE PRODUCTION FROM C4"
2095,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)"
2096,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION"
2097,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION"
2098,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS"
2099,"PROPYLENE, POLYMER GRADE",PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI
2100,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS"
2101,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS"
2102,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS"
2103,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS"
2104,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS"
2105,"PROPYLENE, POLYMER GRADE",PROPYLENE VIA UOP PETROFCC™ PROCESS
2106,"PROPYLENE, POLYMER GRADE",PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS
2107,"PROPYLENE, POLYMER GRADE",PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS
2108,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION"
2109,"PROPYLENE, POLYMER GRADE","PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS"
2111,"PS BEADS, GT (4% DVB) CM","POLYSTYRENE BEADS, CHLOROMETHYLATED, GEL-TYPE (4% DVB) PROCESS"
2112,"PS BEADS, MP, GT (8% DVB) CM","POLYSTYRENE BEADS, CHLOROMETHYLATED, MACROPOROUS (8% DVB) PROCESS"
2113,PSEUDOCUMENE,PSEUDOCUMENE RECOVERY FROM C9-10 AROMATICS
2116,PVC/NBR BLENDS,POLYVINYL CHLORIDE/NITRILE RUBBER BLENDS BY DYNAMIC VULCANIZATION PROCESS
2118,PYRIDINE AND 3-PICOLINE,"PYRIDINE AND 3-PICOLINE (2.11:1 RATIO) FROM ACETALDEHYDE, FORMALDEHYDE, AND AMMONIA"
2119,PYRIDINE AND BETA-PICOLINE,PYRIDINE AND BETA-PICOLINE PROCESS
2121,PYROMELLITIC DIANHYDRIDE,PYROMELLITIC DIANHYDRIDE FROM DURENE BY VAPOR-PHASE AIR OXIDATION
2125,RECYCLED HDPE,CHINA HDPE MECHANICAL RECYCLING PROCESS
2126,RECYCLED HDPE,QCP HDPE MECHANICAL RECYCLING PROCESS
2127,RECYCLED PET,CHINA PET MECHANICAL RECYCLING PROCESS
2129,RECYCLED POLYPROPYLENE,CHINA PP MECHANICAL RECYCLING PROCESS
2130,RECYCLED POLYPROPYLENE,QCP PP MECHANICAL RECYCLING PROCESS
2131,RECYLED PET PELLETS,MECHANICAL RECYCLING OF POST-CONSUMER PET BALES TO BOTTLE-GRADE PET
2135,"RESID, HYDROTREATED","RESID, HYDROTREATED, FOR RFCC FEED BY HYDROTREATING ATMOSPHERIC RESID"
2136,RESORCINOL,RESORCINOL FROM BENZENE BY SULFONATION
2138,SACCHARIN,SACCHARIN (SODIUM SALT) NON-NUTRITIVE SWEETENER BY THE REMSEN-FAHLBERG PROCESS
2139,SALICYCLIC ACID,SALICYCLIC ACID FROM PHENOL AND CARBON DIOXIDE
2141,SAN RESIN,STYRENE-ACRYLONITRILE RESIN BY CONTINUOUS MASS POLYMERIZATION
2142,SAN RESIN,STYRENE-ACRYLONITRILE RESIN BY CONTINUOUS EMULSION POLYMERIZATION
2143,SAN RESIN,STYRENE-ACRYLONITRILE RESIN BY BATCH SUSPENSION POLYMERIZATION
2144,"SB BLOCK COPOLYMER, STAR-BLOCK","STYRENE-BUTADIENE COPOLYMER, STAR-BLOCK, THERMOPLASTIC ELASTOMER PROCESS"
2145,SEBACIC ACID,SEBACIC ACID FROM CASTOR OIL
2146,SEC-BUTANOL,SEC-BUTANOL FROM MTBE RAFFINATE BY DIRECT HYDRATION OF N-BUTENES
2147,SEC-BUTANOL,SEC-BUTANOL FROM MTBE RAFFINATE BY SULFATION AND HYDROLYSIS OF N-BUTENES
2151,SILICON NITRIDE,SILICON NITRIDE STRUCTURAL CERAMIC FROM SILICON TETRACHLORIDE BY AMMONOLYSIS
2153,"SILICON, HIGH PURITY","SILICON, HIGH PURITY, BY CHLOROSILANE REDUCTION"
2154,"SILICON, HIGH PURITY","SILICON, HIGH PURITY, BY SILANE DECOMPOSITION"
2155,SILICONE FLUIDS<30000CSK,SILICONE FLUIDS (5 MOL % PHENYL SUBSTITUTION) FROM ORGANOHALOSILANES
2160,SODIUM ALKYLBENZYL SULFONATE,SODIUM ALKYLBENZYL SULFONATE FROM C6H6 AND N-PARAFFINS VIA ALKYL CHLORIDES
2169,SODIUM CARBONATE,SODIUM CARBONATE BV TRIMETHYLAMINE PROCESS
2170,SODIUM CARBONATE,SODIUM CARBONATE BY AMMONIA SODA PROCESS
2171,SODIUM CARBONATE,SODIUM CARBONATE FROM TRONA BY MONOHYDRATE PROCESS
2172,SODIUM CARBOXYMETHYLCELLULOSE,SODIUM CARBOXYMETHYLCELLULOSE FROM COTTON LINTERS CELLULOSE
2175,SODIUM CHLORATE,SODIUM CHLORATE FROM SODIUM CHLORIDE BY ELECTOLYSIS
2177,SODIUM CHLORITE,SODIUM CHLORITE FROM SODIUM CHLORATE
2183,SODIUM ETHYLXANTHATE,"SODIUM ETHYLXANTHATE FROM ETHANOL, CARBON DISULFIDE, AND CAUSTIC SODA"
2191,SODIUM HYPOCHLORITE,SODIUM HYPOCHLORITE SOLUTION FROM CAUSTIC SODA BY CHLORINATION
2205,SODIUM NITRILOTRIACETATE,"SODIUM NITRILOTRIACETATE FROM AMMONIA, FORMALDEHYDE, HCN, AND NaOH"
2227,SODIUM TRIPOLYPHOSPHATE,SODIUM TRIPOLYPHOSPHATE FROM WET PROCESS PHOSPHORIC ACID
2231,SOYBEAN OIL,BLOWN SOYBEAN OIL
2232,SOYBEAN OIL,SOYBEAN OIL PROCESSING
2236,"SP FILM, BIAXIAL NYLON 6","SPECIALTY FILM, BIAXIALLY ORIENTED NYLON 6, BY THE CHILL-ROLL CASTING AND SIMULTANEOUS STRETCHING"
2237,"SP FILM, BIAXIAL NYLON 6","SPECIALTY FILM, BIAXIALLY ORIENTED NYLON 6, BY THE DOUBLE-BUBBLE BLOWING PROCESS"
2238,"SP FILM, COEXTRUDED NYLON 6-BASED","SPECIALTY FILM, COEXTRUDED NYLON 6-BASED, BY THE DOUBLE-BUBBLE BLOWING PROCESS"
2239,"SP FILM, COEXTRUDED NYLON 6-BASED","SPECIALTY FILM, COEXTRUDED NYLON 6-BASED, BY THE CHILL-ROLL CASTING AND SIMULTANEOUS STRETCHING"
2240,"SP FILM, METALLIZED OPP","SPECIALTY FILM, METALLIZED ORIENTED POLYPROPYLENE, BY THE ELECTRON BEAM HEATING METHOD"
2241,"SP FILM, METALLIZED OPP","SPECIALTY FILM, METALLIZED ORIENTED POLYPROPYLENE, BY THE RESISTANCE-HEATED METHOD"
2242,"SP FILM, METALLIZED PET","SPECIALTY FILM, METALLIZED POLYETHYLENE TEREPHTHALATE, BY THE ELECTRON BEAM HEATING METHOD"
2243,"SP FILM, METALLIZED PET","SPECIALTY FILM, METALLIZED POLYETHYLENE TEREPHTHALATE, BY THE RESISTANCE-HEATED METHOD"
2244,"SP FILM, PEN","SPECIALTY FILM, POLYETHYLENE 2,6-NAPHTHALATE PROCESS"
2245,"SP FILM, PET","SPECIALTY FILM, POLYETHYLENE TEREPHTHALATE, FOR MAGNETIC MEDIA PROCESS"
2249,"STEAM, HP",STEAM (HIGH PRESSURE) PRODUCTION FROM PULVERIZED COAL BOILER
2250,"STEAM, HP",STEAM (HIGH PRESSURE) PRODUCTION FROM PACKAGED GAS BOILER
2251,"STEAM, HP",STEAM (HIGH PRESSURE) PRODUCTION FROM PACKAGED OIL BOILER
2252,"STEAM, LP",STEAM (LOW PRESSURE) PRODUCTION FROM PACKAGED GAS BOILER
2253,"STEAM, LP",STEAM (LOW PRESSURE) PRODUCTION FROM PACKAGED OIL BOILER
2254,"STEAM, LP",STEAM (LOW PRESSURE) PRODUCTION FROM PULVERIZED COAL BOILER
2255,"STEAM, MP",STEAM (MEDIUM PRESSURE) PRODUCTION FROM PACKAGED OIL BOILER
2256,"STEAM, MP",STEAM (MEDIUM PRESSURE) PRODUCTION FROM PULVERIZED COAL BOILER
2257,"STEAM, MP",STEAM BY FIELD ERECTED BOILER PROCESS
2258,"STEAM, MP",STEAM (MEDIUM PRESSURE) PRODUCTION FROM PACKAGED GAS BOILER
2260,STYRENE,STYRENE FROM BENZENE AND ETHYLENE IN CNPC JIEYANG PLANT
2261,STYRENE,STYRENE FROM BENZENE AND ETHYLENE VIA VAPOR-PHASE ALKYL. AND ADIABATIC DEHYDRO
2262,STYRENE,STYRENE BY CB&I/UOP CLASSIC STYRENE TECHNOLOGY
2263,STYRENE,STYRENE FROM BENZENE AND ETHYLENE VIA LIQUID-PHASE ALKYL. AND OXIDATIVE REHEAT
2264,STYRENE,STYRENE FROM BENZENE AND ETHYLENE VIA LIQUID-PHASE ALKYL. AND ADIABATIC DEHYDRO
2265,STYRENE,STYRENE BY CB&I/UOP SMART PROCESS HIGH CAPACITY
2266,STYRENE,STYRENE FROM BENZENE AND ETHYLENE VIA VAPOR-PHASE ALKYL. AND ISOTHERML DEHYDRO
2267,STYRENE,STYRENE FROM BENZENE AND ETHYLENE IN ZHEJIANG (ZPC) COTC PHASE 1
2268,STYRENE,STYRENE FROM EXELUS TECHNOLOGY
2269,STYRENE,STYRENE PRODUCTION BY THE TOTAL FINA/BADGER PROCESS
2270,STYRENE,STYRENE VIA BENZENE AND ETHANE
2271,STYRENE,STYRENE BY CB&I/UOP SMART PROCESS LOW CAPACITY
2272,STYRENE,STYRENE FROM BUTADIENE VIA 4-VINYLCYCLOHEXENE BY THE DOW PROCESS
2273,STYRENE-BUTADIENE BLOCK COPOLYMER,STYRENE-BUTADIENE BLOCK COPOLYMER THERMOPLASTIC PROCESS
2274,STYRENE-BUTADIENE RUBBER,SOLUTION SBR BY BRIDGESTONE PROCESS
2275,STYRENE-BUTADIENE RUBBER,SOLUTION SBR BY LANXESS PROCESS
2276,STYRENE-BUTADIENE RUBBER,SOLUTION SBR BY VERSALIS PROCESS
2277,STYRENE-BUTADIENE RUBBER,STYRENE-BUTADIENE RUBBER BY EMULSION POLYMERIZATION
2278,STYRENE-BUTADIENE RUBBER,STYRENE-BUTADIENE RUBBER BY SOLUTION POLYMERIZATION (BRIDGESTONE)
2279,STYRENE-BUTADIENE RUBBER,STYRENE-BUTADIENE RUBBER BY SOLUTION POLYMERIZATION (PHILLIPS PETROLEUM)
2280,STYRENE-BUTADIENE-STYRENE COPOLYMER,HYDROGENATED SBS COPOLYMER PRODUCTION
2281,STYRENE-ISOPRENE-STYRENE ELASTOMER,STYRENE-ISOPRENE-STYRENE (SIS) TRIBLOCK COPOLYMER ELASTOMER PROCESS
2282,STYRENE-MALEIC ANHYDRIDE RESIN,STYRENE-MALEIC ANHYDRIDE RESIN VIA A CONTINUOUS PROCESS
2283,SUBSTITUTE NATURAL GAS,DAVY METHANATION PROCESS TECHNOLOGY
2284,SUBSTITUTE NATURAL GAS,COAL TO SUBSTITUTE NATURAL GAS BY HALDOR TOPSOE METHANATION PROCESS
2285,SUBSTITUTE NATURAL GAS,COAL TO SUBSTITUTE NATURAL GAS BY DAVY METHANATION PROCESS
