,ihs_match,PRODUCT,ROUTE,TECHNOLOGY,LICENSOR
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KELLOGG
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,KTI/TPL
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LINDE
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2097,"PROPYLENE, POLYMER GRADE VIA HS-FCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2098,"PROPYLENE, POLYMER GRADE VIA INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2099,"PROPYLENE, POLYMER GRADE VIA MCC PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2100,"PROPYLENE, POLYMER GRADE VIA MOBIL OLEFIN INTERCONVERSION PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2103,"PROPYLENE, POLYMER GRADE, VIA LIGHT OLEFINS SUPERFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,LUMMUS
2123,COAL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2104,COAL TO PROPYLENE PROCESS BY SIEMENS GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2131,LIGNITE TO PROPYLENE PROCESS BY SHELL GASIFIER,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2132,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2135,METHANOL TO PROPYLENE BY THE LURGI MTP PROCESS UPDATED,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2134,PROPYLENE BY THE LURGI METHANOL TO PROPYLENE PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2133,PROPYLENE FROM ETHYLENE VIA DIMERIZATION AND OCT,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2129,PROPYLENE FROM NATURAL GAS BY THE LURGI MTP PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2128,PROPYLENE FROM PROPANE BY OLEFLEX DEHYDROGENATION PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2127,PROPYLENE FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2126,PROPYLENE FROM PROPANE BY THE DOW FCDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2125,PROPYLENE FROM PROPANE BY THE LINDE/BASF PDH PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2130,PROPYLENE FROM PROPANE BY THE OLEFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2122,PROPYLENE FROM PROPANE BY THE SNAMPROGETTI/YARSINTEZ FBD-3 PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2105,PROPYLENE FROM PROPANE BY THE UHDE STAR PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2106,PROPYLENE FROM SUPERFLEX PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2107,"PROPYLENE FROM WIDE RANGE NAPHTHA, MAXIMUM PROPYLENE, FRONT END DEPROPANIZER WITH GAS TURBINE DRIVER",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2108,PROPYLENE PRODUCTION BY THE JGC/MCC DTP™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2109,PROPYLENE PRODUCTION FROM METATHESIS PROCESS BY LYONDELLBASELL,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2110,PROPYLENE PRODUCTION FROM OCP™ PROCESS BY TOTAL/UOP,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2111,PROPYLENE PRODUCTION FROM OMEGA™ PROCESS BY ASAHI,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2112,PROPYLENE PRODUCTION FROM PROPANE BY THE CATOFIN PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2113,PROPYLENE VIA CB&I/LUMMUS SCC FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2114,PROPYLENE VIA KBR MAXOFIN™ FCC PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2115,PROPYLENE VIA UOP PETROFCC™ PROCESS,PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2116,"PROPYLENE, POLYMER GRADE BY LUMMUS CATOFIN PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2117,"PROPYLENE, POLYMER GRADE BY REVAMP INDMAX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2118,"PROPYLENE, POLYMER GRADE BY THYSSENKRUPP STAR PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2119,"PROPYLENE, POLYMER GRADE BY UOP OLEFLEX PROCESS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2120,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND BUTYLENES BY METATHESIS",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2121,"PROPYLENE, POLYMER GRADE FROM ETHYLENE AND N-BUTYLENES BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2102,"PROPYLENE, POLYMER GRADE FROM ETHYLENE BY DISPROPORTIONATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2101,"PROPYLENE, POLYMER GRADE FROM PROPANE BY CATALYTIC DEHYDROGENATION",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2124,"PROPYLENE, POLYMER GRADE FROM REFINERY GRADE PROPYLENE (66 WT % C3H6)",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
2096,"PROPYLENE, POLYMER GRADE PRODUCTION FROM C4",PROPYLENE,STEAM-CRACKING,STEAM CRACKING,RUSSIAN TECHNOLOGY
